Name,Tier,Size,Family,Series,vCPUs,MemoryGB,Generation,Architecture
Standard_D64ls_v5,Standard,D64ls_v5,GeneralPurpose,DLSv5,64,128,5,Intel
Standard_D64ls_v6,Standard,D64ls_v6,GeneralPurpose,Dlsv6,64,128,6,Intel
Standard_D64ls_v7,Standard,D64ls_v7,GeneralPurpose,Dlsv7,64,128,7,Intel
Standard_D64pds_v5,Standard,D64pds_v5,GeneralPurpose,DPDSv5,64,208,5,ARM
Standard_D64pds_v6,Standard,D64pds_v6,GeneralPurpose,Dpdsv6,64,256,6,ARM
Standard_D64plds_v5,Standard,D64plds_v5,GeneralPurpose,DPLDSv5,64,128,5,ARM
Standard_D64plds_v6,Standard,D64plds_v6,GeneralPurpose,Dpldsv6,64,128,6,ARM
Standard_D64pls_v5,Standard,D64pls_v5,GeneralPurpose,DPLSv5,64,128,5,ARM
Standard_D64pls_v6,Standard,D64pls_v6,GeneralPurpose,Dplsv6,64,128,6,ARM
Standard_D64ps_v5,Standard,D64ps_v5,GeneralPurpose,DPSv5,64,208,5,ARM
Standard_D64ps_v6,Standard,D64ps_v6,GeneralPurpose,Dpsv6,64,256,6,ARM
Standard_D64s_v3,Standard,D64s_v3,GeneralPurpose,DSv3,64,256,3,Intel
Standard_D64s_v4,Standard,D64s_v4,GeneralPurpose,DSv4,64,256,4,Intel
Standard_D64s_v5,Standard,D64s_v5,GeneralPurpose,DSv5,64,256,5,Intel
Standard_D64s_v6,Standard,D64s_v6,GeneralPurpose,Dsv6,64,256,6,Intel
Standard_D64s_v7,Standard,D64s_v7,GeneralPurpose,Dsv7,64,256,7,Intel
Standard_D64_v3,Standard,D64_v3,GeneralPurpose,Dv3,64,256,3,Intel
Standard_D64_v4,Standard,D64_v4,GeneralPurpose,Dv4,64,256,4,Intel
Standard_D64_v5,Standard,D64_v5,GeneralPurpose,Dv5,64,256,5,Intel
Standard_DC64ads_cc_v5,Standard,DC64ads_cc_v5,GeneralPurposeConfidential,DCADCCV5,64,256,5,AMD
Standard_DC64ads_v5,Standard,DC64ads_v5,GeneralPurposeConfidential,DCADSv5,64,256,5,AMD
Standard_DC64ads_v6,Standard,DC64ads_v6,GeneralPurposeConfidential,DCadsv6,64,256,6,AMD
Standard_DC64as_cc_v5,Standard,DC64as_cc_v5,GeneralPurposeConfidential,DCACCV5,64,256,5,AMD
Standard_DC64as_v5,Standard,DC64as_v5,GeneralPurposeConfidential,DCASv5,64,256,5,AMD
Standard_DC64as_v6,Standard,DC64as_v6,GeneralPurposeConfidential,DCasv6,64,256,6,AMD
Standard_E64-16ads_v5,Standard,E64-16ads_v5,MemoryOptimized,EADSv5,64,512,5,AMD
Standard_E64-16ads_v7,Standard,E64-16ads_v7,MemoryOptimized,Eadsv7,64,512,7,AMD
Standard_E64-16as_v4,Standard,E64-16as_v4,MemoryOptimized,EASv4,64,512,4,AMD
Standard_E64-16as_v5,Standard,E64-16as_v5,MemoryOptimized,EASv5,64,512,5,AMD
Standard_E64-16as_v7,Standard,E64-16as_v7,MemoryOptimized,Easv7,64,512,7,AMD
Standard_E64-16ds_v4,Standard,E64-16ds_v4,MemoryOptimized,EDSv4,64,504,4,Intel
Standard_E64-16ds_v5,Standard,E64-16ds_v5,MemoryOptimized,EDSv5,64,512,5,Intel
Standard_E64-16ds_v6,Standard,E64-16ds_v6,MemoryOptimized,Edsv6,64,512,6,Intel
Standard_E64-16s_v3,Standard,E64-16s_v3,MemoryOptimized,ESv3,64,432,3,Intel
Standard_E64-16s_v4,Standard,E64-16s_v4,MemoryOptimized,ESv4,64,504,4,Intel
Standard_E64-16s_v5,Standard,E64-16s_v5,MemoryOptimized,ESv5,64,512,5,Intel
Standard_E64-16s_v6,Standard,E64-16s_v6,MemoryOptimized,Esv6,64,512,6,Intel
Standard_E64-32ads_v5,Standard,E64-32ads_v5,MemoryOptimized,EADSv5,64,512,5,AMD
Standard_E64-32ads_v7,Standard,E64-32ads_v7,MemoryOptimized,Eadsv7,64,512,7,AMD
Standard_E64-32as_v4,Standard,E64-32as_v4,MemoryOptimized,EASv4,64,512,4,AMD
Standard_E64-32as_v5,Standard,E64-32as_v5,MemoryOptimized,EASv5,64,512,5,AMD
Standard_E64-32as_v7,Standard,E64-32as_v7,MemoryOptimized,Easv7,64,512,7,AMD
Standard_E64-32ds_v4,Standard,E64-32ds_v4,MemoryOptimized,EDSv4,64,504,4,Intel
Standard_E64-32ds_v5,Standard,E64-32ds_v5,MemoryOptimized,EDSv5,64,512,5,Intel
Standard_E64-32ds_v6,Standard,E64-32ds_v6,MemoryOptimized,Edsv6,64,512,6,Intel
Standard_E64-32s_v3,Standard,E64-32s_v3,MemoryOptimized,ESv3,64,432,3,Intel
Standard_E64-32s_v4,Standard,E64-32s_v4,MemoryOptimized,ESv4,64,504,4,Intel
Standard_E64-32s_v5,Standard,E64-32s_v5,MemoryOptimized,ESv5,64,512,5,Intel
Standard_E64-32s_v6,Standard,E64-32s_v6,MemoryOptimized,Esv6,64,512,6,Intel
Standard_E64ads_v5,Standard,E64ads_v5,MemoryOptimized,EADSv5,64,512,5,AMD
Standard_E64ads_v6,Standard,E64ads_v6,MemoryOptimized,Eadv6,64,512,6,AMD
Standard_E64ads_v7,Standard,E64ads_v7,MemoryOptimized,Eadsv7,64,512,7,AMD
Standard_E64as_v4,Standard,E64as_v4,MemoryOptimized,EASv4,64,512,4,AMD
Standard_E64as_v5,Standard,E64as_v5,MemoryOptimized,EASv5,64,512,5,AMD
Standard_E64as_v6,Standard,E64as_v6,MemoryOptimized,Eav6,64,512,6,AMD
Standard_E64as_v7,Standard,E64as_v7,MemoryOptimized,Easv7,64,512,7,AMD
Standard_E64a_v4,Standard,E64a_v4,MemoryOptimized,EAv4,64,512,4,AMD
Standard_E64bds_v5,Standard,E64bds_v5,MemoryOptimized,EBDSv5,64,512,5,Intel
Standard_E64bs_v5,Standard,E64bs_v5,MemoryOptimized,EBSv5,64,512,5,Intel
Standard_E64ds_v4,Standard,E64ds_v4,MemoryOptimized,EDSv4,64,504,4,Intel
Standard_E64ds_v5,Standard,E64ds_v5,MemoryOptimized,EDSv5,64,512,5,Intel
Standard_E64ds_v6,Standard,E64ds_v6,MemoryOptimized,Edsv6,64,512,6,Intel
Standard_E64ds_v7,Standard,E64ds_v7,MemoryOptimized,Edsv7,64,512,7,Intel
Standard_E64d_v4,Standard,E64d_v4,MemoryOptimized,EDv4,64,504,4,Intel
Standard_E64d_v5,Standard,E64d_v5,MemoryOptimized,EDv5,64,512,5,Intel
Standard_E64pds_v6,Standard,E64pds_v6,MemoryOptimized,Epdsv6,64,512,6,ARM
Standard_E64ps_v6,Standard,E64ps_v6,MemoryOptimized,Epsv6,64,512,6,ARM
Standard_E64s_v3,Standard,E64s_v3,MemoryOptimized,ESv3,64,432,3,Intel
Standard_E64s_v4,Standard,E64s_v4,MemoryOptimized,ESv4,64,504,4,Intel
Standard_E64s_v5,Standard,E64s_v5,MemoryOptimized,ESv5,64,512,5,Intel
Standard_E64s_v6,Standard,E64s_v6,MemoryOptimized,Esv6,64,512,6,Intel
Standard_E64s_v7,Standard,E64s_v7,MemoryOptimized,Esv7,64,512,7,Intel
Standard_E64_v3,Standard,E64_v3,MemoryOptimized,Ev3,64,432,3,Intel
Standard_E64_v4,Standard,E64_v4,MemoryOptimized,Ev4,64,504,4,Intel
Standard_E64_v5,Standard,E64_v5,MemoryOptimized,Ev5,64,512,5,Intel
Standard_EC64ads_cc_v5,Standard,EC64ads_cc_v5,MemoryOptimizedConfidential,ECADCCV5,64,512,5,AMD
Standard_EC64ads_v5,Standard,EC64ads_v5,MemoryOptimizedConfidential,ECADSv5,64,512,5,AMD
Standard_EC64ads_v6,Standard,EC64ads_v6,MemoryOptimizedConfidential,ECadsv6,64,512,6,AMD
Standard_EC64as_cc_v5,Standard,EC64as_cc_v5,MemoryOptimizedConfidential,ECACCV5,64,512,5,AMD
Standard_EC64as_v5,Standard,EC64as_v5,MemoryOptimizedConfidential,ECASv5,64,512,5,AMD
Standard_EC64as_v6,Standard,EC64as_v6,MemoryOptimizedConfidential,ECasv6,64,512,6,AMD
Standard_F64-16amds_v7,Standard,F64-16amds_v7,ComputeOptimized,Famdsv7,64,512,7,AMD
Standard_F64-16ams_v7,Standard,F64-16ams_v7,ComputeOptimized,Famsv7,80,512,7,AMD
Standard_F64-32amds_v7,Standard,F64-32amds_v7,ComputeOptimized,Famdsv7,64,512,7,AMD
Standard_F64-32ams_v7,Standard,F64-32ams_v7,ComputeOptimized,Famsv7,64,512,7,AMD
Standard_F64ads_v7,Standard,F64ads_v7,ComputeOptimized,Fadsv7,64,256,7,AMD
Standard_F64alds_v7,Standard,F64alds_v7,ComputeOptimized,Faldsv7,64,128,7,AMD
Standard_F64als_v6,Standard,F64als_v6,ComputeOptimized,Falsv6,64,128,6,AMD
Standard_F64als_v7,Standard,F64als_v7,ComputeOptimized,Falsv7,64,128,7,AMD
Standard_F64amds_v7,Standard,F64amds_v7,ComputeOptimized,Famdsv7,64,512,7,AMD
Standard_F64ams_v6,Standard,F64ams_v6,ComputeOptimized,Famsv6,64,512,6,AMD
Standard_F64ams_v7,Standard,F64ams_v7,ComputeOptimized,Famsv7,64,512,7,AMD
Standard_F64as_v6,Standard,F64as_v6,ComputeOptimized,Fasv6,64,256,6,AMD
Standard_F64as_v7,Standard,F64as_v7,ComputeOptimized,Fasv7,64,256,7,AMD
Standard_F64s_v2,Standard,F64s_v2,ComputeOptimized,FSv2,64,128,2,Intel
Standard_FX64-16mds_v2,Standard,FX64-16mds_v2,ComputeOptimized,FXmdsv2,64,1344,2,Intel
Standard_FX64-16ms_v2,Standard,FX64-16ms_v2,ComputeOptimized,FXmsv2,64,1344,2,Intel
Standard_FX64-32mds_v2,Standard,FX64-32mds_v2,ComputeOptimized,FXmdsv2,64,1344,2,Intel
Standard_FX64-32ms_v2,Standard,FX64-32ms_v2,ComputeOptimized,FXmsv2,64,1344,2,Intel
Standard_FX64mds_v2,Standard,FX64mds_v2,ComputeOptimized,FXmdsv2,64,1344,2,Intel
Standard_FX64ms_v2,Standard,FX64ms_v2,ComputeOptimized,FXmsv2,64,1344,2,Intel
Standard_L64as_v3,Standard,L64as_v3,StorageOptimized,LASv3,64,512,3,AMD
Standard_L64as_v4,Standard,L64as_v4,StorageOptimized,Lasv4,64,512,4,AMD
Standard_L64s_v2,Standard,L64s_v2,StorageOptimized,LSv2,64,512,2,Intel
Standard_L64s_v3,Standard,L64s_v3,StorageOptimized,LSv3,64,512,3,Intel
Standard_L64s_v4,Standard,L64s_v4,StorageOptimized,Lsv4,64,512,4,Intel
Standard_M64,Standard,M64,MemoryOptimized,MS,64,1024,1,Intel
Standard_M64-16ms,Standard,M64-16ms,MemoryOptimized,MS,64,1792,1,Intel
Standard_M64-32bds_1_v3,Standard,M64-32bds_1_v3,MemoryOptimized,MBDSv3,64,1397,3,Intel
Standard_M64-32ms,Standard,M64-32ms,MemoryOptimized,MS,64,1792,1,Intel
Standard_M64bds_1_v3,Standard,M64bds_1_v3,MemoryOptimized,MBDSv3,64,1397,3,Intel
Standard_M64bds_v3,Standard,M64bds_v3,MemoryOptimized,MBDSv3,64,512,3,Intel
Standard_M64bs_v3,Standard,M64bs_v3,MemoryOptimized,MBSv3,64,512,3,Intel
Standard_M64dms_v2,Standard,M64dms_v2,MemoryOptimized,MDSv2,64,1792,2,Intel
Standard_M64ds_v2,Standard,M64ds_v2,MemoryOptimized,MDSv2,64,1024,2,Intel
Standard_M64ls,Standard,M64ls,MemoryOptimized,MS,64,512,1,Intel
Standard_M64m,Standard,M64m,MemoryOptimized,MS,64,1792,1,Intel
Standard_M64ms,Standard,M64ms,MemoryOptimized,MS,64,1792,1,Intel
Standard_M64ms_v2,Standard,M64ms_v2,MemoryOptimized,MSv2,64,1792,2,Intel
Standard_M64s,Standard,M64s,MemoryOptimized,MS,64,1024,1,Intel
Standard_M64s_v2,Standard,M64s_v2,MemoryOptimized,MSv2,64,1024,2,Intel
Standard_NC64as_T4_v3,Standard,NC64as_T4_v3,GPU,NCasT4_v3,64,440,3,AMD
Standard_F72s_v2,Standard,F72s_v2,ComputeOptimized,FSv2,72,144,2,Intel
Standard_NV72ads_A10_v5,Standard,NV72ads_A10_v5,GPU,NVadsA10 v5,72,880,5,AMD
Standard_E80ids_v4,Standard,E80ids_v4,MemoryOptimized,XEIDSv4,80,504,4,Intel
Standard_E80is_v4,Standard,E80is_v4,MemoryOptimized,XEISv4,80,504,4,Intel
Standard_F80ads_v7,Standard,F80ads_v7,ComputeOptimized,Fadsv7,80,320,7,AMD
Standard_F80alds_v7,Standard,F80alds_v7,ComputeOptimized,Faldsv7,80,160,7,AMD
Standard_F80als_v7,Standard,F80als_v7,ComputeOptimized,Falsv7,80,160,7,AMD
Standard_F80amds_v7,Standard,F80amds_v7,ComputeOptimized,Famdsv7,80,640,7,AMD
Standard_F80ams_v7,Standard,F80ams_v7,ComputeOptimized,Famsv7,80,640,7,AMD
Standard_F80as_v7,Standard,F80as_v7,ComputeOptimized,Fasv7,80,320,7,AMD
Standard_L80as_v3,Standard,L80as_v3,StorageOptimized,LASv3,80,640,3,AMD
Standard_L80as_v4,Standard,L80as_v4,StorageOptimized,Lasv4,80,640,4,AMD
Standard_L80s_v2,Standard,L80s_v2,StorageOptimized,LSv2,80,640,2,Intel
Standard_L80s_v3,Standard,L80s_v3,StorageOptimized,LSv3,80,640,3,Intel
Standard_L80s_v4,Standard,L80s_v4,StorageOptimized,Lsv4,80,640,4,Intel
Standard_NC80adis_H100_v5,Standard,NC80adis_H100_v5,GPU,NCads H100 v5,80,640,5,AMD
Standard_D96ads_v5,Standard,D96ads_v5,GeneralPurpose,DADSv5,96,384,5,AMD
Standard_D96ads_v6,Standard,D96ads_v6,GeneralPurpose,Dadv6,96,384,6,AMD
Standard_D96ads_v7,Standard,D96ads_v7,GeneralPurpose,Dadsv7,96,384,7,AMD
Standard_D96alds_v6,Standard,D96alds_v6,GeneralPurpose,Daldv6,96,192,6,AMD
Standard_D96alds_v7,Standard,D96alds_v7,GeneralPurpose,Daldsv7,96,192,7,AMD
Standard_D96als_v6,Standard,D96als_v6,GeneralPurpose,Dalv6,96,192,6,AMD
Standard_D96als_v7,Standard,D96als_v7,GeneralPurpose,Dalsv7,96,192,7,AMD
Standard_D96as_v4,Standard,D96as_v4,GeneralPurpose,DASv4,96,384,4,AMD
Standard_D96as_v5,Standard,D96as_v5,GeneralPurpose,DASv5,96,384,5,AMD
Standard_D96as_v6,Standard,D96as_v6,GeneralPurpose,Dav6,96,384,6,AMD
Standard_D96as_v7,Standard,D96as_v7,GeneralPurpose,Dasv7,96,384,7,AMD
Standard_D96a_v4,Standard,D96a_v4,GeneralPurpose,DAv4,96,384,4,AMD
Standard_D96ds_v5,Standard,D96ds_v5,GeneralPurpose,DDSv5,96,384,5,Intel
Standard_D96ds_v6,Standard,D96ds_v6,GeneralPurpose,Ddsv6,96,384,6,Intel
Standard_D96ds_v7,Standard,D96ds_v7,GeneralPurpose,Ddsv7,96,384,7,Intel
Standard_D96d_v5,Standard,D96d_v5,GeneralPurpose,DDv5,96,384,5,Intel
Standard_D96lds_v5,Standard,D96lds_v5,GeneralPurpose,DLDSv5,96,192,5,Intel
Standard_D96lds_v6,Standard,D96lds_v6,GeneralPurpose,Dldsv6,96,192,6,Intel
Standard_D96lds_v7,Standard,D96lds_v7,GeneralPurpose,Dldsv7,96,192,7,Intel
Standard_D96ls_v5,Standard,D96ls_v5,GeneralPurpose,DLSv5,96,192,5,Intel
Standard_D96ls_v6,Standard,D96ls_v6,GeneralPurpose,Dlsv6,96,192,6,Intel
Standard_D96ls_v7,Standard,D96ls_v7,GeneralPurpose,Dlsv7,96,192,7,Intel
Standard_D96pds_v6,Standard,D96pds_v6,GeneralPurpose,Dpdsv6,96,384,6,ARM
Standard_D96plds_v6,Standard,D96plds_v6,GeneralPurpose,Dpldsv6,96,192,6,ARM
Standard_D96pls_v6,Standard,D96pls_v6,GeneralPurpose,Dplsv6,96,192,6,ARM
Standard_D96ps_v6,Standard,D96ps_v6,GeneralPurpose,Dpsv6,96,384,6,ARM
Standard_D96s_v5,Standard,D96s_v5,GeneralPurpose,DSv5,96,384,5,Intel
Standard_D96s_v6,Standard,D96s_v6,GeneralPurpose,Dsv6,96,384,6,Intel
Standard_D96s_v7,Standard,D96s_v7,GeneralPurpose,Dsv7,96,384,7,Intel
Standard_D96_v5,Standard,D96_v5,GeneralPurpose,Dv5,96,384,5,Intel
Standard_DC96ads_cc_v5,Standard,DC96ads_cc_v5,GeneralPurposeConfidential,DCADCCV5,96,384,5,AMD
Standard_DC96ads_v5,Standard,DC96ads_v5,GeneralPurposeConfidential,DCADSv5,96,384,5,AMD
Standard_DC96ads_v6,Standard,DC96ads_v6,GeneralPurposeConfidential,DCadsv6,96,384,6,AMD
Standard_DC96as_cc_v5,Standard,DC96as_cc_v5,GeneralPurposeConfidential,DCACCV5,96,384,5,AMD
Standard_DC96as_v5,Standard,DC96as_v5,GeneralPurposeConfidential,DCASv5,96,384,5,AMD
Standard_DC96as_v6,Standard,DC96as_v6,GeneralPurposeConfidential,DCasv6,96,384,6,AMD
Standard_E96-24ads_v5,Standard,E96-24ads_v5,MemoryOptimized,EADSv5,96,672,5,AMD
Standard_E96-24ads_v6,Standard,E96-24ads_v6,MemoryOptimized,Eadv6,96,672,6,AMD
Standard_E96-24ads_v7,Standard,E96-24ads_v7,MemoryOptimized,Eadsv7,96,768,7,AMD
Standard_E96-24as_v4,Standard,E96-24as_v4,MemoryOptimized,EASv4,96,672,4,AMD
Standard_E96-24as_v5,Standard,E96-24as_v5,MemoryOptimized,EASv5,96,672,5,AMD
Standard_E96-24as_v7,Standard,E96-24as_v7,MemoryOptimized,Easv7,96,768,7,AMD
Standard_E96-24ds_v5,Standard,E96-24ds_v5,MemoryOptimized,EDSv5,96,672,5,Intel
Standard_E96-24ds_v6,Standard,E96-24ds_v6,MemoryOptimized,Edsv6,96,768,6,Intel
Standard_E96-24s_v5,Standard,E96-24s_v5,MemoryOptimized,ESv5,96,672,5,Intel
Standard_E96-24s_v6,Standard,E96-24s_v6,MemoryOptimized,Esv6,96,768,6,Intel
Standard_E96-48ads_v5,Standard,E96-48ads_v5,MemoryOptimized,EADSv5,96,672,5,AMD
Standard_E96-48ads_v6,Standard,E96-48ads_v6,MemoryOptimized,Eadv6,96,672,6,AMD
Standard_E96-48ads_v7,Standard,E96-48ads_v7,MemoryOptimized,Eadsv7,96,768,7,AMD
Standard_E96-48as_v4,Standard,E96-48as_v4,MemoryOptimized,EASv4,96,672,4,AMD
Standard_E96-48as_v5,Standard,E96-48as_v5,MemoryOptimized,EASv5,96,672,5,AMD
Standard_E96-48as_v7,Standard,E96-48as_v7,MemoryOptimized,Easv7,96,768,7,AMD
Standard_E96-48ds_v5,Standard,E96-48ds_v5,MemoryOptimized,EDSv5,96,672,5,Intel
Standard_E96-48ds_v6,Standard,E96-48ds_v6,MemoryOptimized,Edsv6,96,768,6,Intel
Standard_E96-48s_v5,Standard,E96-48s_v5,MemoryOptimized,ESv5,96,672,5,Intel
Standard_E96-48s_v6,Standard,E96-48s_v6,MemoryOptimized,Esv6,96,768,6,Intel
Standard_E96ads_v5,Standard,E96ads_v5,MemoryOptimized,EADSv5,96,672,5,AMD
Standard_E96ads_v6,Standard,E96ads_v6,MemoryOptimized,Eadv6,96,672,6,AMD
Standard_E96ads_v7,Standard,E96ads_v7,MemoryOptimized,Eadsv7,96,768,7,AMD
Standard_E96as_v4,Standard,E96as_v4,MemoryOptimized,EASv4,96,672,4,AMD
Standard_E96as_v5,Standard,E96as_v5,MemoryOptimized,EASv5,96,672,5,AMD
Standard_E96as_v6,Standard,E96as_v6,MemoryOptimized,Eav6,96,672,6,AMD
Standard_E96as_v7,Standard,E96as_v7,MemoryOptimized,Easv7,96,768,7,AMD
Standard_E96a_v4,Standard,E96a_v4,MemoryOptimized,EAv4,96,672,4,AMD
Standard_E96bds_v5,Standard,E96bds_v5,MemoryOptimized,EBDSv5,96,672,5,Intel
Standard_E96bs_v5,Standard,E96bs_v5,MemoryOptimized,EBSv5,96,672,5,Intel
Standard_E96ds_v5,Standard,E96ds_v5,MemoryOptimized,EDSv5,96,672,5,Intel
Standard_E96ds_v6,Standard,E96ds_v6,MemoryOptimized,Edsv6,96,768,6,Intel
Standard_E96ds_v7,Standard,E96ds_v7,MemoryOptimized,Edsv7,96,768,7,Intel
Standard_E96d_v5,Standard,E96d_v5,MemoryOptimized,EDv5,96,672,5,Intel
Standard_E96pds_v6,Standard,E96pds_v6,MemoryOptimized,Epdsv6,96,672,6,ARM
Standard_E96ps_v6,Standard,E96ps_v6,MemoryOptimized,Epsv6,96,672,6,ARM
Standard_E96s_v5,Standard,E96s_v5,MemoryOptimized,ESv5,96,672,5,Intel
Standard_E96s_v6,Standard,E96s_v6,MemoryOptimized,Esv6,96,768,6,Intel
Standard_E96s_v7,Standard,E96s_v7,MemoryOptimized,Esv7,96,768,7,Intel
Standard_E96_v5,Standard,E96_v5,MemoryOptimized,Ev5,96,672,5,Intel
Standard_EC96ads_cc_v5,Standard,EC96ads_cc_v5,MemoryOptimizedConfidential,ECADCCV5,96,672,5,AMD
Standard_EC96ads_v5,Standard,EC96ads_v5,MemoryOptimizedConfidential,ECADSv5,96,672,5,AMD
Standard_EC96ads_v6,Standard,EC96ads_v6,MemoryOptimizedConfidential,ECadsv6,96,672,6,AMD
Standard_EC96as_cc_v5,Standard,EC96as_cc_v5,MemoryOptimizedConfidential,ECACCV5,96,672,5,AMD
Standard_EC96as_v5,Standard,EC96as_v5,MemoryOptimizedConfidential,ECASv5,96,672,5,AMD
Standard_EC96as_v6,Standard,EC96as_v6,MemoryOptimizedConfidential,ECasv6,96,672,6,AMD
Standard_EC96iads_v5,Standard,EC96iads_v5,MemoryOptimizedConfidential,ECIADSv5,96,672,5,AMD
Standard_EC96ias_v5,Standard,EC96ias_v5,MemoryOptimizedConfidential,ECIASv5,96,672,5,AMD
Standard_FX96-24mds_v2,Standard,FX96-24mds_v2,ComputeOptimized,FXmdsv2,96,1832,2,Intel
Standard_FX96-24ms_v2,Standard,FX96-24ms_v2,ComputeOptimized,FXmsv2,96,1832,2,Intel
Standard_FX96-48mds_v2,Standard,FX96-48mds_v2,ComputeOptimized,FXmdsv2,96,1832,2,Intel
Standard_FX96-48ms_v2,Standard,FX96-48ms_v2,ComputeOptimized,FXmsv2,96,1832,2,Intel
Standard_FX96mds_v2,Standard,FX96mds_v2,ComputeOptimized,FXmdsv2,96,1832,2,Intel
Standard_FX96ms_v2,Standard,FX96ms_v2,ComputeOptimized,FXmsv2,96,1832,2,Intel
Standard_L96as_v4,Standard,L96as_v4,StorageOptimized,Lasv4,96,768,4,AMD
Standard_L96s_v4,Standard,L96s_v4,StorageOptimized,Lsv4,96,768,4,Intel
Standard_M96-48bds_2_v3,Standard,M96-48bds_2_v3,MemoryOptimized,MBDSv3,96,1946,3,Intel
Standard_M96bds_2_v3,Standard,M96bds_2_v3,MemoryOptimized,MBDSv3,96,1946,3,Intel
Standard_M96bds_v3,Standard,M96bds_v3,MemoryOptimized,MBDSv3,96,768,3,Intel
Standard_M96bs_v3,Standard,M96bs_v3,MemoryOptimized,MBSv3,96,768,3,Intel
Standard_M96ds_1_v3,Standard,M96ds_1_v3,MemoryOptimized,MDSv3,96,974,3,Intel
Standard_M96ds_2_v3,Standard,M96ds_2_v3,MemoryOptimized,MDSv3,96,1946,3,Intel
Standard_M96s_1_v3,Standard,M96s_1_v3,MemoryOptimized,MSv3,96,974,3,Intel
Standard_M96s_2_v3,Standard,M96s_2_v3,MemoryOptimized,MSv3,96,1946,3,Intel
Standard_NC96ads_A100_v4,Standard,NC96ads_A100_v4,GPU,NC A100 v4,96,880,4,AMD
Standard_ND96amsr_A100_v4,Standard,ND96amsr_A100_v4,GPU,NDm A100 v4,96,1800,4,AMD
Standard_ND96asr_v4,Standard,ND96asr_v4,GPU,ND A100 v4,96,900,4,AMD
Standard_ND96isr_H100_v5,Standard,ND96isr_H100_v5,GPU,ND H100 v5,96,1900,5,Intel
Standard_E104ids_v5,Standard,E104ids_v5,MemoryOptimized,EIDSv5,104,672,5,Intel
Standard_E104id_v5,Standard,E104id_v5,MemoryOptimized,EIDv5,104,672,5,Intel
Standard_E104is_v5,Standard,E104is_v5,MemoryOptimized,EISv5,104,672,5,Intel
Standard_E104i_v5,Standard,E104i_v5,MemoryOptimized,EIv5,104,672,5,Intel
Standard_E112iads_v5,Standard,E112iads_v5,MemoryOptimized,EIADSv5,112,672,5,AMD
Standard_E112ias_v5,Standard,E112ias_v5,MemoryOptimized,EIASv5,112,672,5,AMD
Standard_E112ibds_v5,Standard,E112ibds_v5,MemoryOptimized,EIBDSv5,112,672,5,Intel
Standard_E112ibs_v5,Standard,E112ibs_v5,MemoryOptimized,EIBSv5,112,672,5,Intel
Standard_HB120-16rs_v2,Standard,HB120-16rs_v2,HighPerformanceCompute,HBrsv2,120,456,2,Intel
Standard_HB120-16rs_v3,Standard,HB120-16rs_v3,HighPerformanceCompute,HBv3,120,456,3,Intel
Standard_HB120-32rs_v2,Standard,HB120-32rs_v2,HighPerformanceCompute,HBrsv2,120,456,2,Intel
Standard_HB120-32rs_v3,Standard,HB120-32rs_v3,HighPerformanceCompute,HBv3,120,456,3,Intel
Standard_HB120-64rs_v2,Standard,HB120-64rs_v2,HighPerformanceCompute,HBrsv2,120,456,2,Intel
Standard_HB120-64rs_v3,Standard,HB120-64rs_v3,HighPerformanceCompute,HBv3,120,456,3,Intel
Standard_HB120-96rs_v2,Standard,HB120-96rs_v2,HighPerformanceCompute,HBrsv2,120,456,2,Intel
Standard_HB120-96rs_v3,Standard,HB120-96rs_v3,HighPerformanceCompute,HBv3,120,456,3,Intel
Standard_HB120rs_v2,Standard,HB120rs_v2,HighPerformanceCompute,HBrsv2,120,456,2,Intel
Standard_HB120rs_v3,Standard,HB120rs_v3,HighPerformanceCompute,HBv3,120,456,3,Intel
Standard_D128ads_v7,Standard,D128ads_v7,GeneralPurpose,Dadsv7,128,512,7,AMD
Standard_D128alds_v7,Standard,D128alds_v7,GeneralPurpose,Daldsv7,128,256,7,AMD
Standard_D128als_v7,Standard,D128als_v7,GeneralPurpose,Dalsv7,128,256,7,AMD
Standard_D128as_v7,Standard,D128as_v7,GeneralPurpose,Dasv7,128,512,7,AMD
Standard_D128ds_v6,Standard,D128ds_v6,GeneralPurpose,Ddsv6,128,512,6,Intel
Standard_D128ds_v7,Standard,D128ds_v7,GeneralPurpose,Ddsv7,128,512,7,Intel
Standard_D128lds_v6,Standard,D128lds_v6,GeneralPurpose,Dldsv6,128,256,6,Intel
Standard_D128lds_v7,Standard,D128lds_v7,GeneralPurpose,Dldsv7,128,256,7,Intel
Standard_D128ls_v6,Standard,D128ls_v6,GeneralPurpose,Dlsv6,128,256,6,Intel
Standard_D128ls_v7,Standard,D128ls_v7,GeneralPurpose,Dlsv7,128,256,7,Intel
Standard_D128s_v6,Standard,D128s_v6,GeneralPurpose,Dsv6,128,512,6,Intel
Standard_D128s_v7,Standard,D128s_v7,GeneralPurpose,Dsv7,128,512,7,Intel
Standard_E128-32ads_v7,Standard,E128-32ads_v7,MemoryOptimized,Eadsv7,128,1024,7,AMD
Standard_E128-32as_v7,Standard,E128-32as_v7,MemoryOptimized,Easv7,128,1024,7,AMD
Standard_E128-32ds_v6,Standard,E128-32ds_v6,MemoryOptimized,Edsv6,128,1024,6,Intel
Standard_E128-32s_v6,Standard,E128-32s_v6,MemoryOptimized,Esv6,128,1024,6,Intel
Standard_E128-64ads_v7,Standard,E128-64ads_v7,MemoryOptimized,Eadsv7,128,1024,7,AMD
